Year_Month,Location,Card_type,Trip
2023-12,Newcastle Beach Light Rail,Concession,191
2023-12,Newcastle Beach Light Rail,Employee,62
2023-12,Newcastle Beach Light Rail,Free Travel,39
2023-12,Newcastle Beach Light Rail,School Student,50
2023-12,Newcastle Beach Light Rail,Senior/Pensioner,2803
2023-12,Newcastle Beach Light Rail,Sgl Trip LR Adult,27
2023-12,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,29
2023-12,Newcastle Interchange Light Rail,Adult,7987
2023-12,Newcastle Interchange Light Rail,CTP,12057
2023-12,Newcastle Interchange Light Rail,Child/Youth,1296
2023-12,Newcastle Interchange Light Rail,Concession,687
2023-12,Newcastle Interchange Light Rail,Day Pass without SAF,2
2023-12,Newcastle Interchange Light Rail,Employee,216
2023-12,Newcastle Interchange Light Rail,Free Travel,93
2023-12,Newcastle Interchange Light Rail,School Student,140
2023-12,Newcastle Interchange Light Rail,Senior/Pensioner,5652
2023-12,Newcastle Interchange Light Rail,Sgl Trip LR Adult,80
2023-12,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,56
2023-12,Queens Wharf Light Rail,Adult,2610
2023-12,Queens Wharf Light Rail,CTP,4290
2023-12,Queens Wharf Light Rail,Child/Youth,449
2023-12,Queens Wharf Light Rail,Concession,235
2023-12,Queens Wharf Light Rail,Employee,70
2023-12,Queens Wharf Light Rail,Free Travel,63
2023-12,Queens Wharf Light Rail,School Student,18
2023-12,Queens Wharf Light Rail,Senior/Pensioner,3002
2023-12,Queens Wharf Light Rail,Sgl Trip LR Adult,30
2023-12,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,18
2024-01,Civic Light Rail,Adult,3852
2024-01,Civic Light Rail,CTP,5836
2024-01,Civic Light Rail,Child/Youth,974
2024-01,Civic Light Rail,Concession,313
2024-01,Civic Light Rail,Employee,80
2024-01,Civic Light Rail,Free Travel,39
2024-01,Civic Light Rail,School Student,3
2024-01,Civic Light Rail,Senior/Pensioner,2951
2024-01,Civic Light Rail,Sgl Trip LR Adult,15
2024-01,Civic Light Rail,Sgl Trip LR Child/Youth,30
2024-01,Crown Street Light Rail,Adult,1607
2024-01,Crown Street Light Rail,CTP,2837
2024-01,Crown Street Light Rail,Child/Youth,354
2024-01,Crown Street Light Rail,Concession,97
2024-01,Crown Street Light Rail,Employee,40
2024-01,Crown Street Light Rail,Free Travel,25
2024-01,Crown Street Light Rail,Senior/Pensioner,1307
2024-01,Crown Street Light Rail,Sgl Trip LR Adult,18
2024-01,Crown Street Light Rail,Sgl Trip LR Child/Youth,9
2024-01,Honeysuckle Light Rail,Adult,1882
2024-01,Honeysuckle Light Rail,CTP,3898
2024-01,Honeysuckle Light Rail,Child/Youth,570
2024-01,Honeysuckle Light Rail,Concession,154
2024-01,Honeysuckle Light Rail,Employee,91
2024-01,Honeysuckle Light Rail,Free Travel,36
2024-01,Honeysuckle Light Rail,School Student,2
2024-01,Honeysuckle Light Rail,Senior/Pensioner,1993
2024-01,Honeysuckle Light Rail,Sgl Trip LR Adult,19
2024-01,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,19
2024-01,Newcastle Beach Light Rail,Adult,3498
2024-01,Newcastle Beach Light Rail,CTP,6119
2024-01,Newcastle Beach Light Rail,Child/Youth,1350
2024-01,Newcastle Beach Light Rail,Concession,184
2024-01,Newcastle Beach Light Rail,Employee,47
2024-01,Newcastle Beach Light Rail,Free Travel,42
2024-01,Newcastle Beach Light Rail,School Student,4
2024-01,Newcastle Beach Light Rail,Senior/Pensioner,3284
2024-01,Newcastle Beach Light Rail,Sgl Trip LR Adult,26
2024-01,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,32
2024-01,Newcastle Interchange Light Rail,Adult,8338
2024-01,Newcastle Interchange Light Rail,CTP,11442
2024-01,Newcastle Interchange Light Rail,Child/Youth,2149
2024-01,Newcastle Interchange Light Rail,Concession,637
2024-01,Newcastle Interchange Light Rail,Employee,210
2024-01,Newcastle Interchange Light Rail,Free Travel,91
2024-01,Newcastle Interchange Light Rail,School Student,7
2024-01,Newcastle Interchange Light Rail,Senior/Pensioner,6803
2024-01,Newcastle Interchange Light Rail,Sgl Trip LR Adult,82
2024-01,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,107
2024-01,Queens Wharf Light Rail,Adult,2903
2024-01,Queens Wharf Light Rail,CTP,4656
2024-01,Queens Wharf Light Rail,Child/Youth,1079
2024-01,Queens Wharf Light Rail,Concession,202
2024-01,Queens Wharf Light Rail,Employee,61
2024-01,Queens Wharf Light Rail,Free Travel,75
2024-01,Queens Wharf Light Rail,School Student,2
2024-01,Queens Wharf Light Rail,Senior/Pensioner,3622
2024-01,Queens Wharf Light Rail,Sgl Trip LR Adult,26
2024-01,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,21
2024-02,Civic Light Rail,Adult,3782
2024-02,Civic Light Rail,CTP,5965
2024-02,Civic Light Rail,Child/Youth,254
2024-02,Civic Light Rail,Concession,653
2024-02,Civic Light Rail,Day Pass without SAF,1
2024-02,Civic Light Rail,Employee,62
2024-02,Civic Light Rail,Free Travel,63
2024-02,Civic Light Rail,School Student,60
2024-02,Civic Light Rail,Senior/Pensioner,2531
2024-02,Civic Light Rail,Sgl Trip LR Adult,19
2024-02,Civic Light Rail,Sgl Trip LR Child/Youth,16
2024-02,Crown Street Light Rail,Adult,1424
2024-02,Crown Street Light Rail,CTP,2707
2024-02,Crown Street Light Rail,Child/Youth,113
2024-02,Crown Street Light Rail,Concession,113
2024-02,Crown Street Light Rail,Employee,44
2024-02,Crown Street Light Rail,Free Travel,20
2024-02,Crown Street Light Rail,School Student,33
2024-02,Crown Street Light Rail,Senior/Pensioner,1249
2024-02,Crown Street Light Rail,Sgl Trip LR Adult,8
2024-02,Crown Street Light Rail,Sgl Trip LR Child/Youth,5
2024-02,Honeysuckle Light Rail,Adult,1805
2024-02,Honeysuckle Light Rail,CTP,3639
2024-02,Honeysuckle Light Rail,Child/Youth,207
2024-02,Honeysuckle Light Rail,Concession,374
2024-02,Honeysuckle Light Rail,Employee,80
2024-02,Honeysuckle Light Rail,Free Travel,35
2024-02,Honeysuckle Light Rail,School Student,223
2024-02,Honeysuckle Light Rail,Senior/Pensioner,1868
2024-02,Honeysuckle Light Rail,Sgl Trip LR Adult,11
2024-02,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,2
2024-02,Newcastle Beach Light Rail,Adult,2577
2024-02,Newcastle Beach Light Rail,CTP,4683
2024-02,Newcastle Beach Light Rail,Child/Youth,304
2024-02,Newcastle Beach Light Rail,Concession,236
2024-02,Newcastle Beach Light Rail,Employee,45
2024-02,Newcastle Beach Light Rail,Free Travel,46
2024-02,Newcastle Beach Light Rail,School Student,115
2024-02,Newcastle Beach Light Rail,Senior/Pensioner,2690
2024-02,Newcastle Beach Light Rail,Sgl Trip LR Adult,22
2024-02,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,10
2024-02,Newcastle Interchange Light Rail,Adult,8319
2024-02,Newcastle Interchange Light Rail,CTP,11521
2024-02,Newcastle Interchange Light Rail,Child/Youth,635
2024-02,Newcastle Interchange Light Rail,Concession,1172
2024-02,Newcastle Interchange Light Rail,Employee,176
2024-02,Newcastle Interchange Light Rail,Free Travel,102
2024-02,Newcastle Interchange Light Rail,School Student,271
2024-02,Newcastle Interchange Light Rail,Senior/Pensioner,5959
2024-02,Newcastle Interchange Light Rail,Sgl Trip LR Adult,45
2024-02,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,29
2024-02,Queens Wharf Light Rail,Adult,2660
2024-02,Queens Wharf Light Rail,CTP,4049
2024-02,Queens Wharf Light Rail,Child/Youth,217
2024-02,Queens Wharf Light Rail,Concession,320
2024-02,Queens Wharf Light Rail,Employee,46
2024-02,Queens Wharf Light Rail,Free Travel,73
2024-02,Queens Wharf Light Rail,School Student,68
2024-02,Queens Wharf Light Rail,Senior/Pensioner,3104
2024-02,Queens Wharf Light Rail,Sgl Trip LR Adult,9
2024-02,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,8
2024-03,Civic Light Rail,Adult,4056
2024-03,Civic Light Rail,CTP,7121
2024-03,Civic Light Rail,Child/Youth,354
2024-03,Civic Light Rail,Concession,1880
2024-03,Civic Light Rail,Employee,52
2024-03,Civic Light Rail,Free Travel,60
2024-03,Civic Light Rail,School Student,72
2024-03,Civic Light Rail,Senior/Pensioner,2957
2024-03,Civic Light Rail,Sgl Trip LR Adult,41
2024-03,Civic Light Rail,Sgl Trip LR Child/Youth,4
2024-03,Crown Street Light Rail,Adult,1448
2024-03,Crown Street Light Rail,CTP,2884
2024-03,Crown Street Light Rail,Child/Youth,106
2024-03,Crown Street Light Rail,Concession,116
2024-03,Crown Street Light Rail,Day Pass without SAF,1
2024-03,Crown Street Light Rail,Employee,27
2024-03,Crown Street Light Rail,Free Travel,20
2024-03,Crown Street Light Rail,School Student,36
2024-03,Crown Street Light Rail,Senior/Pensioner,1281
2024-03,Crown Street Light Rail,Sgl Trip LR Adult,2
2024-03,Crown Street Light Rail,Sgl Trip LR Child/Youth,9
2024-03,Honeysuckle Light Rail,Adult,1821
2024-03,Honeysuckle Light Rail,CTP,3793
2024-03,Honeysuckle Light Rail,Child/Youth,235
2024-03,Honeysuckle Light Rail,Concession,446
2024-03,Honeysuckle Light Rail,Employee,62
2024-03,Honeysuckle Light Rail,Free Travel,27
2024-03,Honeysuckle Light Rail,School Student,199
2024-03,Honeysuckle Light Rail,Senior/Pensioner,2020
2024-03,Honeysuckle Light Rail,Sgl Trip LR Adult,9
2024-03,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,3
2024-03,Newcastle Beach Light Rail,Adult,2696
2024-03,Newcastle Beach Light Rail,CTP,5293
2024-03,Newcastle Beach Light Rail,Child/Youth,440
2024-03,Newcastle Beach Light Rail,Concession,272
2024-03,Newcastle Beach Light Rail,Employee,46
2024-03,Newcastle Beach Light Rail,Free Travel,30
2024-03,Newcastle Beach Light Rail,School Student,101
2024-03,Newcastle Beach Light Rail,Senior/Pensioner,2915
2024-03,Newcastle Beach Light Rail,Sgl Trip LR Adult,48
2024-03,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,18
2024-03,Newcastle Interchange Light Rail,Adult,8479
2024-03,Newcastle Interchange Light Rail,CTP,12293
2024-03,Newcastle Interchange Light Rail,Child/Youth,739
2024-03,Newcastle Interchange Light Rail,Concession,2301
2024-03,Newcastle Interchange Light Rail,Day Pass Child/Youth w/o SAF,2
2024-03,Newcastle Interchange Light Rail,Day Pass without SAF,3
2024-03,Newcastle Interchange Light Rail,Employee,174
2024-03,Newcastle Interchange Light Rail,Free Travel,84
2024-03,Newcastle Interchange Light Rail,School Student,280
2024-03,Newcastle Interchange Light Rail,Senior/Pensioner,6626
2024-03,Newcastle Interchange Light Rail,Sgl Trip LR Adult,33
2024-03,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,31
2024-03,Queens Wharf Light Rail,Adult,2631
2024-03,Queens Wharf Light Rail,CTP,4313
2024-03,Queens Wharf Light Rail,Child/Youth,228
2024-03,Queens Wharf Light Rail,Concession,478
2024-03,Queens Wharf Light Rail,Employee,88
2024-03,Queens Wharf Light Rail,Free Travel,60
2024-03,Queens Wharf Light Rail,School Student,65
2024-03,Queens Wharf Light Rail,Senior/Pensioner,3283
2024-03,Queens Wharf Light Rail,Sgl Trip LR Adult,16
2024-03,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,17
2024-04,Civic Light Rail,Adult,3665
2024-04,Civic Light Rail,CTP,5722
2024-04,Civic Light Rail,Child/Youth,719
2024-04,Civic Light Rail,Concession,1054
2024-04,Civic Light Rail,Day Pass without SAF,4
2024-04,Civic Light Rail,Employee,58
2024-04,Civic Light Rail,Free Travel,61
2024-04,Civic Light Rail,School Student,46
2024-04,Civic Light Rail,Senior/Pensioner,2963
2024-04,Civic Light Rail,Sgl Trip LR Adult,14
2024-04,Civic Light Rail,Sgl Trip LR Child/Youth,27
2024-04,Crown Street Light Rail,Adult,1440
2024-04,Crown Street Light Rail,CTP,2630
2024-04,Crown Street Light Rail,Child/Youth,211
2024-04,Crown Street Light Rail,Concession,96
2024-04,Crown Street Light Rail,Day Pass without SAF,1
2024-04,Crown Street Light Rail,Employee,55
2024-04,Crown Street Light Rail,Free Travel,35
2024-04,Crown Street Light Rail,School Student,9
2024-04,Crown Street Light Rail,Senior/Pensioner,1252
2024-04,Crown Street Light Rail,Sgl Trip LR Adult,14
2024-04,Honeysuckle Light Rail,Adult,1799
2024-04,Honeysuckle Light Rail,CTP,3811
2024-04,Honeysuckle Light Rail,Child/Youth,341
2024-04,Honeysuckle Light Rail,Concession,305
2024-04,Honeysuckle Light Rail,Day Pass without SAF,2
2024-04,Honeysuckle Light Rail,Employee,68
2024-04,Honeysuckle Light Rail,Free Travel,23
2024-04,Honeysuckle Light Rail,School Student,66
2024-04,Honeysuckle Light Rail,Senior/Pensioner,1971
2024-04,Honeysuckle Light Rail,Sgl Trip LR Adult,8
2024-04,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,11
2024-04,Newcastle Beach Light Rail,Adult,2498
2024-04,Newcastle Beach Light Rail,CTP,4679
2024-04,Newcastle Beach Light Rail,Child/Youth,709
2024-04,Newcastle Beach Light Rail,Concession,203
2024-04,Newcastle Beach Light Rail,Employee,63
2024-04,Newcastle Beach Light Rail,Free Travel,48
2024-04,Newcastle Beach Light Rail,School Student,21
2024-04,Newcastle Beach Light Rail,Senior/Pensioner,2791
2024-04,Newcastle Beach Light Rail,Sgl Trip LR Adult,25
2024-04,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,23
2024-04,Newcastle Interchange Light Rail,Adult,8157
2024-04,Newcastle Interchange Light Rail,CTP,11831
2024-04,Newcastle Interchange Light Rail,Child/Youth,1610
2024-04,Newcastle Interchange Light Rail,Concession,1405
2024-04,Newcastle Interchange Light Rail,Day Pass without SAF,6
2024-04,Newcastle Interchange Light Rail,Employee,192
2024-04,Newcastle Interchange Light Rail,Free Travel,98
2024-04,Newcastle Interchange Light Rail,School Student,104
2024-04,Newcastle Interchange Light Rail,Senior/Pensioner,6722
2024-04,Newcastle Interchange Light Rail,Sgl Trip LR Adult,61
2024-04,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,104
2024-04,Queens Wharf Light Rail,Adult,2762
2024-04,Queens Wharf Light Rail,CTP,4363
2024-04,Queens Wharf Light Rail,Child/Youth,734
2024-04,Queens Wharf Light Rail,Concession,317
2024-04,Queens Wharf Light Rail,Day Pass without SAF,1
2024-04,Queens Wharf Light Rail,Employee,76
2024-04,Queens Wharf Light Rail,Free Travel,68
2024-04,Queens Wharf Light Rail,School Student,34
2024-04,Queens Wharf Light Rail,Senior/Pensioner,3510
2024-04,Queens Wharf Light Rail,Sgl Trip LR Adult,19
2024-04,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,29
2024-05,Civic Light Rail,Adult,3454
2024-05,Civic Light Rail,CTP,5870
2024-05,Civic Light Rail,Child/Youth,406
2024-05,Civic Light Rail,Concession,1829
2024-05,Civic Light Rail,Day Pass without SAF,2
2024-05,Civic Light Rail,Employee,64
2024-05,Civic Light Rail,Free Travel,55
2024-05,Civic Light Rail,School Student,98
2024-05,Civic Light Rail,Senior/Pensioner,2940
2024-05,Civic Light Rail,Sgl Trip LR Adult,14
2024-05,Civic Light Rail,Sgl Trip LR Child/Youth,3
2024-05,Crown Street Light Rail,Adult,1225
2024-05,Crown Street Light Rail,CTP,2428
2024-05,Crown Street Light Rail,Child/Youth,59
2024-05,Crown Street Light Rail,Concession,101
2024-05,Crown Street Light Rail,Employee,49
2024-05,Crown Street Light Rail,Free Travel,18
2024-05,Crown Street Light Rail,School Student,23
2024-05,Crown Street Light Rail,Senior/Pensioner,1188
2024-05,Crown Street Light Rail,Sgl Trip LR Adult,6
2024-05,Crown Street Light Rail,Sgl Trip LR Child/Youth,1
2024-05,Honeysuckle Light Rail,Adult,1510
2024-05,Honeysuckle Light Rail,CTP,3422
2024-05,Honeysuckle Light Rail,Child/Youth,138
2024-05,Honeysuckle Light Rail,Concession,466
2024-05,Honeysuckle Light Rail,Day Pass without SAF,2
2024-05,Honeysuckle Light Rail,Employee,61
2024-05,Honeysuckle Light Rail,Free Travel,27
2024-05,Honeysuckle Light Rail,School Student,191
2024-05,Honeysuckle Light Rail,Senior/Pensioner,1960
2024-05,Honeysuckle Light Rail,Sgl Trip LR Adult,9
2024-05,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,1
2024-05,Newcastle Beach Light Rail,Adult,1905
2024-05,Newcastle Beach Light Rail,CTP,3766
2024-05,Newcastle Beach Light Rail,Child/Youth,275
2024-05,Newcastle Beach Light Rail,Concession,189
2024-05,Newcastle Beach Light Rail,Day Pass without SAF,1
2024-05,Newcastle Beach Light Rail,Employee,68
2024-05,Newcastle Beach Light Rail,Free Travel,37
2024-05,Newcastle Beach Light Rail,School Student,77
2024-05,Newcastle Beach Light Rail,Senior/Pensioner,2678
2024-05,Newcastle Beach Light Rail,Sgl Trip LR Adult,12
2024-05,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,10
2024-05,Newcastle Interchange Light Rail,Adult,7339
2024-05,Newcastle Interchange Light Rail,CTP,10904
2024-05,Newcastle Interchange Light Rail,Child/Youth,628
2024-05,Newcastle Interchange Light Rail,Concession,2179
2024-05,Newcastle Interchange Light Rail,Day Pass without SAF,3
2024-05,Newcastle Interchange Light Rail,Employee,203
2024-05,Newcastle Interchange Light Rail,Free Travel,94
2024-05,Newcastle Interchange Light Rail,School Student,229
2024-05,Newcastle Interchange Light Rail,Senior/Pensioner,5811
2024-05,Newcastle Interchange Light Rail,Sgl Trip LR Adult,40
2024-05,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,22
2024-05,Queens Wharf Light Rail,Adult,2283
2024-05,Queens Wharf Light Rail,CTP,3586
2024-05,Queens Wharf Light Rail,Child/Youth,143
2024-05,Queens Wharf Light Rail,Concession,455
2024-05,Queens Wharf Light Rail,Employee,66
2024-05,Queens Wharf Light Rail,Free Travel,56
2024-05,Queens Wharf Light Rail,School Student,52
2024-05,Queens Wharf Light Rail,Senior/Pensioner,3283
2024-05,Queens Wharf Light Rail,Sgl Trip LR Adult,6
2024-05,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,5
2024-06,Civic Light Rail,Adult,2643
2024-06,Civic Light Rail,CTP,4269
2024-06,Civic Light Rail,Child/Youth,185
2024-06,Civic Light Rail,Concession,471
2024-06,Civic Light Rail,Day Pass without SAF,2
2024-06,Civic Light Rail,Employee,55
2024-06,Civic Light Rail,Free Travel,44
2024-06,Civic Light Rail,School Student,61
2024-06,Civic Light Rail,Senior/Pensioner,2135
2024-06,Civic Light Rail,Sgl Trip LR Adult,7
2024-06,Civic Light Rail,Sgl Trip LR Child/Youth,4
2024-06,Crown Street Light Rail,Adult,1159
2024-06,Crown Street Light Rail,CTP,2105
2024-06,Crown Street Light Rail,Child/Youth,84
2024-06,Crown Street Light Rail,Concession,59
2024-06,Crown Street Light Rail,Employee,43
2024-06,Crown Street Light Rail,Free Travel,23
2024-06,Crown Street Light Rail,School Student,22
2024-06,Crown Street Light Rail,Senior/Pensioner,985
2024-06,Crown Street Light Rail,Sgl Trip LR Adult,11
2024-06,Crown Street Light Rail,Sgl Trip LR Child/Youth,6
2024-06,Honeysuckle Light Rail,Adult,1343
2024-06,Honeysuckle Light Rail,CTP,2709
2024-06,Honeysuckle Light Rail,Child/Youth,165
2024-06,Honeysuckle Light Rail,Concession,234
2024-06,Honeysuckle Light Rail,Day Pass without SAF,2
2024-06,Honeysuckle Light Rail,Employee,52
2024-06,Honeysuckle Light Rail,Free Travel,19
2024-06,Honeysuckle Light Rail,School Student,122
2024-06,Honeysuckle Light Rail,Senior/Pensioner,1499
2024-06,Honeysuckle Light Rail,Sgl Trip LR Adult,5
2024-06,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,3
2024-06,Newcastle Beach Light Rail,Adult,1775
2024-06,Newcastle Beach Light Rail,CTP,3110
2024-06,Newcastle Beach Light Rail,Child/Youth,178
2024-06,Newcastle Beach Light Rail,Concession,113
2024-06,Newcastle Beach Light Rail,Day Pass without SAF,1
2024-06,Newcastle Beach Light Rail,Employee,39
2024-06,Newcastle Beach Light Rail,Free Travel,41
2024-06,Newcastle Beach Light Rail,School Student,39
2024-06,Newcastle Beach Light Rail,Senior/Pensioner,2126
2024-06,Newcastle Beach Light Rail,Sgl Trip LR Adult,14
2024-06,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,7
2024-06,Newcastle Interchange Light Rail,Adult,6004
2024-06,Newcastle Interchange Light Rail,CTP,8280
2024-06,Newcastle Interchange Light Rail,Child/Youth,501
2024-06,Newcastle Interchange Light Rail,Concession,794
2024-06,Newcastle Interchange Light Rail,Employee,174
2024-06,Newcastle Interchange Light Rail,Free Travel,93
2024-06,Newcastle Interchange Light Rail,School Student,196
2024-06,Newcastle Interchange Light Rail,Senior/Pensioner,4747
2024-06,Newcastle Interchange Light Rail,Sgl Trip LR Adult,38
2024-06,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,21
